filename_prefix	File	HI	Run.x	Lane	label	assay	facs	protein	read	filename_ending	Reads	Mapped	Percentage	TotalsgRNAs	Zerocounts	GiniIndex	NegSelQC	NegSelQCPval	NegSelQCPvalPermutation	NegSelQCPvalPermutationFDR	NegSelQCGene	file_name	Nanuq_project	sample_nr	library_name	Date	include	Cas_variant	FACS_group	FACS_target	replicate	virus_batch	group	batch	QC	QC_comment	sequencing_lane	nr_reads	nr_bases	beluga_raw_data	beluga_QC	% Duplicate	Barcode	Run.y	sequencing_type	multiplex_keys	DNA_Conc._(ng/ul)	Primer_used	gel_purify	PCR_comments	gini_index_QC
HI.5042.002.NGS-Lib-Rev--5.VP64_Top_SELE_23	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.002.NGS-Lib-Rev--5.VP64_Top_SELE_23_R1.fastq.gz	HI	5042	002	NGS-Lib-Rev--5	VP64	Top	SELE	23	fastq	17155948	2802749	0.1634	8051	22	0.09121	0	1	1	1	0	HI.5042.002.NGS-Lib-Rev--5.VP64_Top_SELE_23_R1.fastq.gz	Projet Endoscreen	23	VP64_Top_SELE_23	2019-05-02	Y	VP64	Top	SELE	r3	endo_2c	adhesion_molecules	2			1	17,155,948	1,715,594,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.771	MPS12343802-B12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	6.48	Old	Y		pass
HI.5042.002.NGS-Lib-Rev--6.VP64_bottom_SELE_24	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.002.NGS-Lib-Rev--6.VP64_bottom_SELE_24_R1.fastq.gz	HI	5042	002	NGS-Lib-Rev--6	VP64	bottom	SELE	24	fastq	26117868	4146803	0.1588	8051	23	0.08731	0	1	1	1	0	HI.5042.002.NGS-Lib-Rev--6.VP64_bottom_SELE_24_R1.fastq.gz	Projet Endoscreen	24	VP64_bottom_SELE_24	2019-05-02	Y	VP64	Bottom	SELE	r3	endo_2c	adhesion_molecules	2			1	26,117,868	2,611,786,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.829	MPS12343802-B12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	12.22	Old	Y		pass
HI.5042.002.NGS-Lib-Rev--7.VP64_Top_SELE_29	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.002.NGS-Lib-Rev--7.VP64_Top_SELE_29_R1.fastq.gz	HI	5042	002	NGS-Lib-Rev--7	VP64	Top	SELE	29	fastq	13545056	4890248	0.361	8051	22	0.08415	0	1	1	1	0	HI.5042.002.NGS-Lib-Rev--7.VP64_Top_SELE_29_R1.fastq.gz	Projet Endoscreen	29	VP64_Top_SELE_29	2019-05-02	Y	VP64	Top	SELE	r4	endo_2d	adhesion_molecules	2			2	13,545,056	1,354,505,600	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.767	MPS12343802-B12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	3.19	Old	Y		pass
HI.5042.002.NGS-Lib-Rev--8.VP64_bottom_SELE_30	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.002.NGS-Lib-Rev--8.VP64_bottom_SELE_30_R1.fastq.gz	HI	5042	002	NGS-Lib-Rev--8	VP64	bottom	SELE	30	fastq	15773500	4811884	0.3051	8051	24	0.0881	0	1	1	1	0	HI.5042.002.NGS-Lib-Rev--8.VP64_bottom_SELE_30_R1.fastq.gz	Projet Endoscreen	30	VP64_bottom_SELE_30	2019-05-02	Y	VP64	Bottom	SELE	r4	endo_2d	adhesion_molecules	2			2	15,773,500	1,577,350,000	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.801	MPS12343802-B12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	14.45	Old	Y		pass
HI.5042.003.NGS-Lib-Rev--1.Krab_Top_CD31_31	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.003.NGS-Lib-Rev--1.Krab_Top_CD31_31_R1.fastq.gz	HI	5042	003	NGS-Lib-Rev--1	Krab	Top	CD31	31	fastq	56687913	31091171	0.5485	8051	12	0.07463	0	1	1	1	0	HI.5042.003.NGS-Lib-Rev--1.Krab_Top_CD31_31_R1.fastq.gz	Projet Endoscreen	31	Krab_Top_CD31_31	2019-05-02	Y	KRAB	Top	CD31	r4	endo_1d	adhesion_molecules	2			2	56,687,913	5,668,791,300	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.84	MPS12343802-C12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	0.64	Old	Y		pass
HI.5042.003.NGS-Lib-Rev--2.Krab_bottom_CD31_32	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.003.NGS-Lib-Rev--2.Krab_bottom_CD31_32_R1.fastq.gz	HI	5042	003	NGS-Lib-Rev--2	Krab	bottom	CD31	32	fastq	53851629	30520026	0.5667	8051	11	0.06546	0	1	1	1	0	HI.5042.003.NGS-Lib-Rev--2.Krab_bottom_CD31_32_R1.fastq.gz	Projet Endoscreen	32	Krab_bottom_CD31_32	2019-05-02	Y	KRAB	Bottom	CD31	r4	endo_1d	adhesion_molecules	2			2	53,851,629	5,385,162,900	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.853	MPS12343802-C12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	4.35	Old	Y		pass
HI.5042.003.NGS-Lib-Rev--5.VP64_Top_CD31_35	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.003.NGS-Lib-Rev--5.VP64_Top_CD31_35_R1.fastq.gz	HI	5042	003	NGS-Lib-Rev--5	VP64	Top	CD31	35	fastq	17134967	8047030	0.4696	8051	8	0.07459	0	1	1	1	0	HI.5042.003.NGS-Lib-Rev--5.VP64_Top_CD31_35_R1.fastq.gz	Projet Endoscreen	35	VP64_Top_CD31_35	2019-05-02	Y	VP64	Top	CD31	r2	endo_2b	adhesion_molecules	2			3	17,134,967	1,713,496,700	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.778	MPS12343802-C12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	26.79	Old	Y		pass
HI.5042.003.NGS-Lib-Rev--6.VP64_bottom_CD31_36	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.003.NGS-Lib-Rev--6.VP64_bottom_CD31_36_R1.fastq.gz	HI	5042	003	NGS-Lib-Rev--6	VP64	bottom	CD31	36	fastq	35079988	12660113	0.3609	8051	6	0.06988	0	1	1	1	0	HI.5042.003.NGS-Lib-Rev--6.VP64_bottom_CD31_36_R1.fastq.gz	Projet Endoscreen	36	VP64_bottom_CD31_36	2019-05-02	Y	VP64	Bottom	CD31	r2	endo_2b	adhesion_molecules	2			3	35,079,988	3,507,998,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.831	MPS12343802-C12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	23.76	Old	Y		pass
HI.5042.003.NGS-Lib-Rev--7.VP64_Top_CD31_41	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.003.NGS-Lib-Rev--7.VP64_Top_CD31_41_R1.fastq.gz	HI	5042	003	NGS-Lib-Rev--7	VP64	Top	CD31	41	fastq	38501687	12193262	0.3167	8051	9	0.07046	0	1	1	1	0	HI.5042.003.NGS-Lib-Rev--7.VP64_Top_CD31_41_R1.fastq.gz	Projet Endoscreen	41	VP64_Top_CD31_41	2019-05-02	Y	VP64	Top	CD31	r3	endo_2c	adhesion_molecules	2			2	38,501,687	3,850,168,700	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.84	MPS12343802-C12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	7.46	Old	Y		pass
HI.5042.003.NGS-Lib-Rev--8.VP64_bottom_CD31_42	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.003.NGS-Lib-Rev--8.VP64_bottom_CD31_42_R1.fastq.gz	HI	5042	003	NGS-Lib-Rev--8	VP64	bottom	CD31	42	fastq	25144066	10789035	0.4291	8051	8	0.07165	0	1	1	1	0	HI.5042.003.NGS-Lib-Rev--8.VP64_bottom_CD31_42_R1.fastq.gz	Projet Endoscreen	42	VP64_bottom_CD31_42	2019-05-02	Y	VP64	Bottom	CD31	r3	endo_2c	adhesion_molecules	2			2	25,144,066	2,514,406,600	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.825	MPS12343802-C12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	9.2	Old	Y		pass
HI.5042.004.NGS-Lib-Rev--3.VP64_Top_Vcam_69	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.004.NGS-Lib-Rev--3.VP64_Top_Vcam_69_R1.fastq.gz	HI	5042	004	NGS-Lib-Rev--3	VP64	Top	Vcam	69	fastq	90344871	56555735	0.626	8051	23	0.06063	0	1	1	1	0	HI.5042.004.NGS-Lib-Rev--3.VP64_Top_Vcam_69_R1.fastq.gz	Projet Endoscreen	69	VP64_Top_Vcam_69	2019-05-02	Y	VP64	Top	VCAM	r1	endo_2a	adhesion_molecules	2			3	90,344,871	9,034,487,100	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.93	MPS12343802-D12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	26.57	New	N		pass
HI.5042.004.NGS-Lib-Rev--4.VP64_bottom_Vcam_70	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.004.NGS-Lib-Rev--4.VP64_bottom_Vcam_70_R1.fastq.gz	HI	5042	004	NGS-Lib-Rev--4	VP64	bottom	Vcam	70	fastq	136823186	83816574	0.6126	8051	21	0.05916	0	1	1	1	0	HI.5042.004.NGS-Lib-Rev--4.VP64_bottom_Vcam_70_R1.fastq.gz	Projet Endoscreen	70	VP64_bottom_Vcam_70	2019-05-02	Y	VP64	Bottom	VCAM	r1	endo_2a	adhesion_molecules	2			3	136,823,186	13,682,318,600	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.938	MPS12343802-D12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	25.98	New	N		pass
HI.5042.004.NGS-Lib-Rev--5.VP64_Top_NO_45	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.004.NGS-Lib-Rev--5.VP64_Top_NO_45_R1.fastq.gz	HI	5042	004	NGS-Lib-Rev--5	VP64	Top	NO	45	fastq	30234387	3780201	0.125	8051	25	0.08774	0	1	1	1	0	HI.5042.004.NGS-Lib-Rev--5.VP64_Top_NO_45_R1.fastq.gz	Projet Endoscreen	45	VP64_Top_NO_45	2019-05-02	Y	VP64	Top	NO	r1	endo_2a	NO	2			3	30,234,387	3,023,438,700	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.836	MPS12343802-D12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	5.95	Old	Y		pass
HI.5042.004.NGS-Lib-Rev--6.VP64_bottom_NO_46	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.004.NGS-Lib-Rev--6.VP64_bottom_NO_46_R1.fastq.gz	HI	5042	004	NGS-Lib-Rev--6	VP64	bottom	NO	46	fastq	35066893	3793779	0.1082	8051	24	0.08846	0	1	1	1	0	HI.5042.004.NGS-Lib-Rev--6.VP64_bottom_NO_46_R1.fastq.gz	Projet Endoscreen	46	VP64_bottom_NO_46	2019-05-02	Y	VP64	Bottom	NO	r1	endo_2a	NO	2			3	35,066,893	3,506,689,300	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.868	MPS12343802-D12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	11.77	Old	Y		pass
HI.5042.004.NGS-Lib-Rev--7.VP64_Top_Ca_51	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.004.NGS-Lib-Rev--7.VP64_Top_Ca_51_R1.fastq.gz	HI	5042	004	NGS-Lib-Rev--7	VP64	Top	Ca	51	fastq	22339415	8410306	0.3765	8051	21	0.0762	0	1	1	1	0	HI.5042.004.NGS-Lib-Rev--7.VP64_Top_Ca_51_R1.fastq.gz	Projet Endoscreen	51	VP64_Top_Ca_51	2019-05-02	Y	VP64	Top	Ca	r1	endo_2a	Calcium_signaling	2			4	22,339,415	2,233,941,500	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.818	MPS12343802-D12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	8.68	Old	Y		pass
HI.5042.004.NGS-Lib-Rev--8.VP64_bottom_Ca_52	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.004.NGS-Lib-Rev--8.VP64_bottom_Ca_52_R1.fastq.gz	HI	5042	004	NGS-Lib-Rev--8	VP64	bottom	Ca	52	fastq	21466507	8058476	0.3754	8051	20	0.07751	0	1	1	1	0	HI.5042.004.NGS-Lib-Rev--8.VP64_bottom_Ca_52_R1.fastq.gz	Projet Endoscreen	52	VP64_bottom_Ca_52	2019-05-02	Y	VP64	Bottom	Ca	r1	endo_2a	Calcium_signaling	2			4	21,466,507	2,146,650,700	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.832	MPS12343802-D12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	11.86	Old	Y		pass
HI.5042.005.NGS-Lib-Rev--1.VP64_Top_NO_75	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.005.NGS-Lib-Rev--1.VP64_Top_NO_75_R1.fastq.gz	HI	5042	005	NGS-Lib-Rev--1	VP64	Top	NO	75	fastq	73343828	47856227	0.6525	8051	15	0.06111	0	1	1	1	0	HI.5042.005.NGS-Lib-Rev--1.VP64_Top_NO_75_R1.fastq.gz	Projet Endoscreen	75	VP64_Top_NO_75	2019-05-02	Y	VP64	Top	NO	r2	endo_2b	NO	2			4	73,343,828	7,334,382,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.92	MPS12343802-E12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	27.9	New	N		pass
HI.5042.005.NGS-Lib-Rev--2.VP64_bottom_NO_76	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.005.NGS-Lib-Rev--2.VP64_bottom_NO_76_R1.fastq.gz	HI	5042	005	NGS-Lib-Rev--2	VP64	bottom	NO	76	fastq	122461888	80076650	0.6539	8051	15	0.05824	0	1	1	1	0	HI.5042.005.NGS-Lib-Rev--2.VP64_bottom_NO_76_R1.fastq.gz	Projet Endoscreen	76	VP64_bottom_NO_76	2019-05-02	Y	VP64	Bottom	NO	r2	endo_2b	NO	2			4	122,461,888	12,246,188,800	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.938	MPS12343802-E12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	20.2	New	N		pass
HI.5042.005.NGS-Lib-Rev--5.VP64_Top_Icam_57	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.005.NGS-Lib-Rev--5.VP64_Top_Icam_57_R1.fastq.gz	HI	5042	005	NGS-Lib-Rev--5	VP64	Top	Icam	57	fastq	9108324	1405639	0.1543	8051	12	0.09892	0	1	1	1	0	HI.5042.005.NGS-Lib-Rev--5.VP64_Top_Icam_57_R1.fastq.gz	Projet Endoscreen	57	VP64_Top_Icam_57	2019-05-02	Y	VP64	Top	ICAM	r1	endo_2a	adhesion_molecules	2			4	9,108,324	910,832,400	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.711	MPS12343802-E12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -5	4.97	Old	Y		pass
HI.5042.005.NGS-Lib-Rev--6.VP64_bottom_Icam_58	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.005.NGS-Lib-Rev--6.VP64_bottom_Icam_58_R1.fastq.gz	HI	5042	005	NGS-Lib-Rev--6	VP64	bottom	Icam	58	fastq	12954771	2028917	0.1566	8051	9	0.09613	0	1	1	1	0	HI.5042.005.NGS-Lib-Rev--6.VP64_bottom_Icam_58_R1.fastq.gz	Projet Endoscreen	58	VP64_bottom_Icam_58	2019-05-02	Y	VP64	Bottom	ICAM	r1	endo_2a	adhesion_molecules	2			4	12,954,771	1,295,477,100	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.783	MPS12343802-E12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -6	7.44	Old	Y		pass
HI.5042.005.NGS-Lib-Rev--7.Cas_Top_Icam_67	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.005.NGS-Lib-Rev--7.Cas_Top_Icam_67_R1.fastq.gz	HI	5042	005	NGS-Lib-Rev--7	Cas	Top	Icam	67	fastq	76122607	36761858	0.4829	8051	7	0.07069	0	1	1	1	0	HI.5042.005.NGS-Lib-Rev--7.Cas_Top_Icam_67_R1.fastq.gz	Projet Endoscreen	67	Cas_Top_Icam_67	2019-05-02	Y	CAS9	Top	ICAM	r2	endo_1c	adhesion_molecules	2			5	76,122,607	7,612,260,700	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.92	MPS12343802-E12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -7	113.52	New	N	2 rounds of PCR	pass
HI.5042.005.NGS-Lib-Rev--8.Cas_bottom_Icam_68	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.005.NGS-Lib-Rev--8.Cas_bottom_Icam_68_R1.fastq.gz	HI	5042	005	NGS-Lib-Rev--8	Cas	bottom	Icam	68	fastq	50711329	25067626	0.4943	8051	7	0.07186	0	1	1	1	0	HI.5042.005.NGS-Lib-Rev--8.Cas_bottom_Icam_68_R1.fastq.gz	Projet Endoscreen	68	Cas_bottom_Icam_68	2019-05-02	Y	CAS9	Bottom	ICAM	r2	endo_1c	adhesion_molecules	2			5	50,711,329	5,071,132,900	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.908	MPS12343802-E12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -8	98.71	New	N	2 rounds of PCR	pass
HI.5042.006.NGS-Lib-Rev--1.VP64_Top_Icam_81	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.006.NGS-Lib-Rev--1.VP64_Top_Icam_81_R1.fastq.gz	HI	5042	006	NGS-Lib-Rev--1	VP64	Top	Icam	81	fastq	57729487	38287333	0.6632	8051	17	0.06347	0	1	1	1	0	HI.5042.006.NGS-Lib-Rev--1.VP64_Top_Icam_81_R1.fastq.gz	Projet Endoscreen	81	VP64_Top_Icam_81	2019-05-02	Y	VP64	Top	ICAM	r3	endo_2d	adhesion_molecules	2			5	57,729,487	5,772,948,700	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.911	MPS12343802-F12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -1	8.32	New	N		pass
HI.5042.006.NGS-Lib-Rev--2.VP64_bottom_Icam_82	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.006.NGS-Lib-Rev--2.VP64_bottom_Icam_82_R1.fastq.gz	HI	5042	006	NGS-Lib-Rev--2	VP64	bottom	Icam	82	fastq	64330613	43701364	0.6793	8051	20	0.06408	0	1	1	1	0	HI.5042.006.NGS-Lib-Rev--2.VP64_bottom_Icam_82_R1.fastq.gz	Projet Endoscreen	82	VP64_bottom_Icam_82	2019-05-02	Y	VP64	Bottom	ICAM	r3	endo_2d	adhesion_molecules	2			5	64,330,613	6,433,061,300	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.925	MPS12343802-F12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -2	10.15	New	N		pass
HI.5042.006.NGS-Lib-Rev--3.VP64_Top_NO_77	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.006.NGS-Lib-Rev--3.VP64_Top_NO_77_R1.fastq.gz	HI	5042	006	NGS-Lib-Rev--3	VP64	Top	NO	77	fastq	70762299	48025865	0.6787	8051	16	0.06113	0	1	1	1	0	HI.5042.006.NGS-Lib-Rev--3.VP64_Top_NO_77_R1.fastq.gz	Projet Endoscreen	77	VP64_Top_NO_77	2019-05-02	Y	VP64	Top	NO	r3	endo_2c	NO	2			6	70,762,299	7,076,229,900	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.928	MPS12343802-F12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -3	30.9	New	N		pass
HI.5042.006.NGS-Lib-Rev--4.VP64_bottom_NO_78	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429/HI.5042.006.NGS-Lib-Rev--4.VP64_bottom_NO_78_R1.fastq.gz	HI	5042	006	NGS-Lib-Rev--4	VP64	bottom	NO	78	fastq	51381753	33698722	0.6558	8051	16	0.06416	0	1	1	1	0	HI.5042.006.NGS-Lib-Rev--4.VP64_bottom_NO_78_R1.fastq.gz	Projet Endoscreen	78	VP64_bottom_NO_78	2019-05-02	Y	VP64	Bottom	NO	r3	endo_2c	NO	2			6	51,381,753	5,138,175,300	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/raw_data/CRISPR_Endoscreen_20190122/second_batch_20190429	/home/wueflo00/projects/rrg-glettre/sequencing_datastore/analyses/CRISPR_Endoscreen_20190122/QC/second_batch_20190429	99.913	MPS12343802-F12	5042	Illumina HiSeq 4000 SR100	NGS-Lib-Rev -4	33.6	New	N		pass
